device_id	reading_time	temp_c	humidity_pct	status
D-HC0DJ	2026-01-22T00:39:44	26.53	39.9	OK
D-J9X2H	2026-01-21T21:09:32	16.47	42.8	OK
D-HC0DJ	2026-01-05T15:59:51	25.67	36.7	OK
D-K4U9M	2026-01-11T20:42:20	24.99	41.0	WARN
D-ZVQLQ	2026-01-12T18:03:59	24.86	66.6	OK
D-48WEG	2026-01-27T09:00:57	24.38	62.6	WARN
D-FBQON	2026-01-21T18:55:49	24.07	62.6	OK
D-F7WO9	2026-01-19T05:46:11	16.75	55.7	FAIL
D-0VEA3	2026-01-01T15:57:03	19.84	63.3	OK
D-EOXIR	2026-01-14T12:15:16	24.94	51.9	WARN
D-0VEA3	2026-01-12T13:25:38	19.74	37.3	FAIL
D-48WEG	2026-01-13T01:39:03	22.05	58.2	OK
D-HC0DJ	2026-01-21T16:59:29	23.03	44.8	OK
D-XVT3O	2026-01-12T17:16:27	17.07	69.5	WARN
D-GIMRU	2026-01-16T12:33:32	16.68	79.1	FAIL
D-3CJOP	2026-01-23T23:58:48	16.26	75.2	OK
D-T5JZT	2026-01-16T21:32:05	24.7	55.6	WARN
D-VO06V	2026-01-01T20:47:46	26.33	44.7	FAIL
D-J9X2H	2026-01-16T21:37:25	26.14	61.1	OK
D-K5GYI	2026-01-30T01:50:32	20.9	75.7	OK
D-T5JZT	2026-01-04T06:33:03	23.43	49.6	OK
D-6LE9C	2026-01-20T07:57:37	23.07	46.8	OK
D-ZVQLQ	2026-01-30T10:26:28	24.48	74.0	OK
D-MQ5GL	2026-01-21T16:21:00	29.16	30.2	FAIL
D-4JDUD	2026-01-14T01:53:01	16.49	62.9	WARN
D-3NGHB	2026-01-24T16:31:25	23.18	74.1	FAIL
D-J9X2H	2026-01-25T18:48:06	29.68	79.8	OK
D-6LE9C	2026-01-25T09:13:28	27.19	29.9	OK
D-96IRX	2026-01-06T17:11:19	22.44	57.0	FAIL
D-96IRX	2026-01-27T21:56:04	18.08	70.4	OK
D-3CJOP	2026-01-12T17:16:15	29.38	35.2	WARN
D-48WEG	2026-01-25T04:38:31	17.92	25.1	OK
D-T5JZT	2026-01-17T16:49:43	29.2	74.1	OK
D-B61G9	2026-01-09T11:43:49	25.65	63.5	OK
D-MQ5GL	2026-01-10T04:45:34	19.91	34.6	WARN
D-3CJOP	2026-01-07T23:44:30	18.82	60.8	OK
D-UGZ40	2026-01-24T18:58:42	28.08	34.9	OK
D-I47C9	2026-01-16T00:36:54	26.11	25.7	OK
D-3NGHB	2026-01-02T16:24:44	22.15	38.1	WARN
D-VO06V	2026-01-06T10:24:42	21.17	53.0	OK
D-BCCD4	2026-01-30T22:12:31	20.02	43.8	OK
D-VW8SJ	2026-01-07T14:23:00	25.28	71.6	OK
D-0VEA3	2026-01-01T02:32:47	28.09	56.6	OK
D-UGZ40	2026-01-27T13:45:52	22.88	58.4	FAIL
D-0VEA3	2026-01-20T04:39:08	20.14	68.1	WARN
D-3CJOP	2026-01-23T08:19:33	24.19	50.0	OK
D-T5JZT	2026-01-31T10:19:08	17.39	77.8	OK
D-96IRX	2026-01-29T07:14:19	18.08	38.2	OK
D-HC0DJ	2026-01-31T21:44:30	17.03	61.1	OK
D-HC0DJ	2026-01-02T10:13:53	22.66	35.3	OK
D-3NGHB	2026-01-13T15:04:40	21.67	56.7	FAIL
D-XVT3O	2026-01-14T23:56:53	25.96	73.2	OK
D-3CJOP	2026-01-07T18:27:08	27.52	31.9	OK
D-PQZDN	2026-01-09T06:12:45	28.69	55.7	OK
D-T5JZT	2026-01-16T14:52:14	28.41	72.3	WARN
D-K5GYI	2026-01-28T22:31:50	20.26	57.2	OK
D-0VEA3	2026-01-24T07:17:06	16.17	54.0	OK
D-FBQON	2026-01-22T08:10:43	29.42	36.3	FAIL
D-3NGHB	2026-01-07T00:20:48	19.15	79.3	WARN
D-XVT3O	2026-01-27T21:19:56	18.6	45.7	OK
D-T5JZT	2026-01-01T07:36:02	24.64	69.5	OK
D-F7WO9	2026-01-04T06:46:01	21.21	59.4	OK
D-K4U9M	2026-01-22T19:17:06	27.79	41.6	FAIL
D-FBQON	2026-01-28T03:24:45	27.01	69.2	FAIL
D-J9X2H	2026-01-10T13:55:13	22.22	40.3	WARN
D-HJYDA	2026-01-12T05:29:43	23.61	30.3	OK
D-F7WO9	2026-01-03T23:18:11	25.4	56.6	WARN
D-3NGHB	2026-01-15T20:44:51	27.79	42.2	OK
D-F7WO9	2026-01-24T16:53:04	28.35	25.8	OK
D-K4U9M	2026-01-12T07:02:33	28.86	42.7	FAIL
D-T5JZT	2026-01-07T07:39:26	27.96	75.4	FAIL
D-ZVQLQ	2026-01-05T21:48:38	25.34	67.8	OK
D-I47C9	2026-01-27T23:05:41	27.36	56.1	OK
D-T5JZT	2026-01-16T15:10:12	16.81	76.2	FAIL
D-VO06V	2026-01-24T21:24:06	22.74	78.6	OK
D-VZBMP	2026-01-26T00:32:13	22.81	44.5	WARN
D-MQ5GL	2026-01-19T00:21:39	21.97	41.2	OK
D-HJYDA	2026-01-12T09:37:46	19.03	26.8	OK
D-6LE9C	2026-01-20T22:48:34	21.83	74.0	OK
D-EOXIR	2026-01-20T11:53:07	18.98	74.8	OK
D-HC0DJ	2026-01-28T19:40:32	27.04	28.8	WARN
D-UGZ40	2026-01-05T12:42:03	29.98	79.4	FAIL
D-VZBMP	2026-01-17T08:35:10	26.41	26.4	OK
D-48WEG	2026-01-10T23:29:47	26.17	71.3	OK
D-I47C9	2026-01-03T18:29:38	19.23	52.1	OK
D-F7WO9	2026-01-01T09:48:41	26.84	36.8	FAIL
D-EOXIR	2026-01-11T06:04:28	16.38	30.4	FAIL
D-VW8SJ	2026-01-07T15:45:49	28.31	74.3	OK
D-K4U9M	2026-01-19T00:19:34	23.24	27.5	OK
D-GIMRU	2026-01-05T16:25:51	21.48	70.5	WARN
D-UGZ40	2026-01-15T11:51:28	17.78	48.7	OK
D-K4U9M	2026-01-24T05:07:19	19.41	44.8	OK
D-K5GYI	2026-01-21T14:41:39	29.23	70.9	FAIL
D-I47C9	2026-01-30T09:55:47	16.34	64.4	OK
D-6LE9C	2026-01-22T09:59:07	24.74	31.6	OK
D-XVT3O	2026-01-22T20:37:59	29.81	74.9	OK
D-BCCD4	2026-01-17T18:38:02	22.67	69.7	FAIL
D-J9X2H	2026-01-12T08:48:35	20.39	78.6	OK
D-J9X2H	2026-01-27T01:46:40	17.38	58.2	WARN
D-FBQON	2026-01-13T18:28:47	19.89	48.9	WARN
D-ZVQLQ	2026-01-27T03:32:55	26.92	70.3	WARN
D-VO06V	2026-01-15T07:01:42	29.94	26.8	OK
D-VO06V	2026-01-03T16:41:57	28.97	60.0	OK
D-HJYDA	2026-01-18T22:58:09	28.93	61.6	WARN
D-48WEG	2026-01-14T14:55:55	16.13	68.3	OK
D-HC0DJ	2026-01-20T02:31:43	25.04	68.9	FAIL
D-ZVQLQ	2026-01-29T23:16:01	25.51	26.9	OK
D-MQ5GL	2026-01-11T21:04:06	28.38	72.5	OK
D-5F4C6	2026-01-02T14:45:41	20.89	59.6	OK
D-6LE9C	2026-01-31T14:05:40	22.7	56.4	OK
D-GIMRU	2026-01-14T04:38:01	29.35	44.8	FAIL
D-VO06V	2026-01-01T06:28:29	29.67	25.7	OK
D-K5GYI	2026-01-02T02:12:45	20.1	47.7	OK
D-VO06V	2026-01-31T06:09:44	22.47	54.1	OK
D-5F4C6	2026-01-26T23:53:25	27.34	44.3	OK
D-B61G9	2026-01-01T22:03:04	19.95	74.2	FAIL
D-BCCD4	2026-01-07T21:24:21	28.04	46.8	OK
D-VZBMP	2026-01-22T12:41:43	21.91	29.6	OK
D-T5JZT	2026-01-02T22:02:50	25.75	58.1	OK
D-MQ5GL	2026-01-25T14:51:50	17.57	61.7	OK
D-GIMRU	2026-01-19T15:27:31	20.94	62.5	OK
D-K5GYI	2026-01-28T00:48:13	25.45	45.2	OK
D-BCCD4	2026-01-02T02:12:33	20.32	31.0	OK
D-F7WO9	2026-01-04T10:17:58	26.86	39.1	WARN
D-I47C9	2026-01-14T07:50:31	22.73	69.2	WARN
D-HJYDA	2026-01-10T03:50:27	27.46	70.8	OK
D-EOXIR	2026-01-02T22:27:04	25.67	74.1	OK
D-UGZ40	2026-01-13T00:21:50	17.7	50.2	WARN
D-K5GYI	2026-01-08T20:55:54	21.07	78.0	OK
D-B61G9	2026-01-25T18:04:17	19.56	41.1	WARN
D-VW8SJ	2026-01-21T08:39:36	19.96	66.9	FAIL
D-BCCD4	2026-01-09T17:43:50	19.52	42.0	FAIL
D-0VEA3	2026-01-09T23:47:50	23.12	67.5	OK
D-PQZDN	2026-01-12T18:02:32	28.1	59.8	OK
D-ZVQLQ	2026-01-14T13:06:42	26.74	76.3	FAIL
D-XVT3O	2026-01-08T15:03:24	26.94	50.2	OK
D-VW8SJ	2026-01-05T11:33:25	26.05	39.6	OK
D-T5JZT	2026-01-28T22:13:11	29.89	26.1	OK
D-VW8SJ	2026-01-16T00:38:08	21.38	71.8	FAIL
D-VO06V	2026-01-20T16:03:56	19.28	78.4	FAIL
D-96IRX	2026-01-15T00:56:16	23.84	71.4	FAIL
D-48WEG	2026-01-28T04:37:18	16.26	77.7	OK
D-48WEG	2026-01-20T06:53:05	25.33	62.0	WARN
D-B61G9	2026-01-13T08:40:51	27.95	50.9	OK
D-F7WO9	2026-01-26T18:48:44	16.63	38.7	OK
D-4JDUD	2026-01-06T09:55:27	23.88	72.0	WARN
D-HC0DJ	2026-01-21T13:21:36	17.78	54.6	WARN
D-5F4C6	2026-01-22T10:25:52	22.09	50.2	WARN
D-UGZ40	2026-01-20T10:21:26	26.55	63.1	OK
D-VW8SJ	2026-01-06T20:22:57	24.42	74.2	OK
D-6LE9C	2026-01-13T06:54:15	17.77	56.7	FAIL
D-3CJOP	2026-01-06T11:54:55	22.28	72.6	WARN
D-PQZDN	2026-01-01T18:03:12	23.43	44.5	WARN
D-VZBMP	2026-01-28T22:06:43	17.63	59.6	WARN
D-ZVQLQ	2026-01-11T07:38:49	27.15	65.4	WARN
D-48WEG	2026-01-03T06:04:09	25.26	72.1	WARN
D-48WEG	2026-01-24T08:46:35	28.83	79.7	OK
D-K5GYI	2026-01-18T06:06:53	27.27	71.5	WARN
D-K4U9M	2026-01-03T16:33:05	17.89	45.1	OK
D-UGZ40	2026-01-05T03:40:30	21.04	77.9	OK
D-BCCD4	2026-01-14T16:45:24	16.5	70.7	FAIL
D-UGZ40	2026-01-31T05:49:54	28.29	42.6	OK
D-96IRX	2026-01-18T23:19:00	21.45	59.6	WARN
D-VO06V	2026-01-13T23:12:47	29.07	55.2	OK
D-VZBMP	2026-01-17T08:26:02	25.93	61.0	WARN
D-XVT3O	2026-01-20T21:41:06	18.95	70.5	OK
D-3NGHB	2026-01-01T03:45:22	25.92	79.1	OK
D-VW8SJ	2026-01-17T13:49:52	29.33	67.9	WARN
D-3NGHB	2026-01-23T20:04:48	29.0	50.9	FAIL
D-EOXIR	2026-01-07T22:30:09	22.65	56.4	FAIL
D-HJYDA	2026-01-28T00:08:53	22.97	77.1	FAIL
D-VW8SJ	2026-01-14T05:43:16	27.78	72.5	WARN
D-XVT3O	2026-01-20T13:37:32	16.32	47.5	WARN
D-GIMRU	2026-01-30T14:51:00	23.56	68.3	OK
D-P66ZV	2026-01-23T13:23:45	22.09	73.1	OK
D-FBQON	2026-01-09T08:57:10	24.98	67.4	OK
D-3CJOP	2026-01-18T11:50:54	16.65	77.8	FAIL
D-XVT3O	2026-01-20T07:49:25	27.23	48.8	OK
D-48WEG	2026-01-25T01:34:04	28.19	50.7	FAIL
D-VO06V	2026-01-07T18:36:24	19.89	30.8	OK
D-VW8SJ	2026-01-04T03:17:56	24.21	46.4	WARN
D-VW8SJ	2026-01-17T04:45:25	16.3	71.0	WARN
D-GIMRU	2026-01-09T10:15:30	20.8	34.7	OK
D-HC0DJ	2026-01-19T20:16:56	24.49	44.2	FAIL
D-48WEG	2026-01-26T17:41:02	16.87	59.4	OK
D-3CJOP	2026-01-03T14:17:52	22.7	27.5	FAIL
D-MQ5GL	2026-01-10T13:08:41	19.02	71.7	OK
D-XVT3O	2026-01-29T03:11:11	16.26	36.5	WARN
D-5F4C6	2026-01-12T05:56:53	18.49	79.3	FAIL
D-PQZDN	2026-01-09T12:34:39	26.61	40.3	OK
D-HC0DJ	2026-01-27T19:21:37	16.05	63.3	FAIL
D-EOXIR	2026-01-18T02:38:36	28.71	58.7	OK
D-EOXIR	2026-01-09T11:21:31	24.01	41.5	OK
D-K5GYI	2026-01-13T00:05:56	16.95	30.9	OK
D-FBQON	2026-01-23T10:26:27	29.91	74.8	OK
D-B61G9	2026-01-18T08:12:01	24.26	30.3	OK
D-EOXIR	2026-01-08T01:02:11	16.38	35.4	OK
D-VW8SJ	2026-01-03T21:23:33	29.9	58.2	WARN
D-B61G9	2026-01-22T00:08:51	25.05	39.0	OK
D-VW8SJ	2026-01-15T01:58:08	27.58	55.7	OK
D-ZVQLQ	2026-01-24T09:11:15	21.0	72.4	OK
D-HJYDA	2026-01-08T17:16:08	23.42	41.5	OK
D-48WEG	2026-01-24T06:28:21	19.38	59.5	OK
D-K5GYI	2026-01-12T19:51:41	16.14	79.0	OK
D-PQZDN	2026-01-22T18:36:07	22.65	32.5	OK
D-F7WO9	2026-01-28T22:27:12	18.86	29.1	OK
D-4JDUD	2026-01-03T06:16:23	29.28	43.2	OK
D-3NGHB	2026-01-21T14:36:00	22.21	58.3	OK
D-PQZDN	2026-01-31T18:17:58	20.27	67.6	FAIL
D-0VEA3	2026-01-23T14:45:28	18.01	77.5	WARN
D-P66ZV	2026-01-24T15:52:51	24.25	38.2	FAIL
D-HJYDA	2026-01-26T13:24:57	23.97	39.8	FAIL
D-MQ5GL	2026-01-09T07:46:23	27.97	78.2	WARN
D-3NGHB	2026-01-25T14:01:42	22.83	39.1	FAIL
D-6LE9C	2026-01-30T22:21:49	17.17	41.2	WARN
D-6LE9C	2026-01-09T00:42:01	24.36	72.6	WARN
D-VZBMP	2026-01-09T20:47:31	27.69	40.5	OK
D-48WEG	2026-01-11T16:47:11	17.04	53.3	OK
D-J9X2H	2026-01-14T20:49:09	16.28	29.3	OK
D-F7WO9	2026-01-05T23:10:12	23.93	32.4	OK
D-0VEA3	2026-01-13T01:30:58	22.39	79.4	OK
D-B61G9	2026-01-18T16:34:18	22.13	75.8	OK
D-BCCD4	2026-01-20T04:58:28	19.11	44.7	OK
D-MQ5GL	2026-01-29T06:35:29	18.93	36.5	OK
D-I47C9	2026-01-04T20:34:39	16.42	31.3	OK
D-T5JZT	2026-01-15T16:01:19	21.17	49.4	OK
D-HJYDA	2026-01-05T10:45:18	27.38	51.2	OK
D-ZVQLQ	2026-01-04T04:26:05	29.82	63.1	OK
D-VW8SJ	2026-01-10T06:00:58	17.29	77.3	OK
D-B61G9	2026-01-02T08:21:10	27.23	79.9	OK
D-3NGHB	2026-01-06T00:45:55	25.88	63.5	WARN
D-3CJOP	2026-01-22T23:57:04	18.98	70.9	WARN
D-GIMRU	2026-01-31T18:13:07	25.23	29.6	OK
D-HC0DJ	2026-01-15T01:12:14	23.92	47.8	OK
D-XVT3O	2026-01-27T18:39:53	24.63	33.7	OK
D-ZVQLQ	2026-01-13T16:10:36	16.22	25.0	OK
D-3CJOP	2026-01-26T10:45:30	21.34	39.8	FAIL
D-B61G9	2026-01-20T13:21:57	16.74	75.4	OK
D-PQZDN	2026-01-05T03:02:31	29.66	39.9	OK
D-FBQON	2026-01-03T00:15:53	27.68	70.6	OK
D-MQ5GL	2026-01-28T01:04:59	25.96	26.7	OK
D-5F4C6	2026-01-17T10:55:08	16.74	74.2	OK
D-K4U9M	2026-01-04T09:37:03	25.91	56.5	OK
D-BCCD4	2026-01-31T10:40:07	21.69	70.7	OK
D-48WEG	2026-01-20T17:17:51	24.41	35.5	OK
D-GIMRU	2026-01-25T00:00:41	29.95	58.4	WARN
D-K5GYI	2026-01-16T21:22:20	19.59	52.6	OK
D-6LE9C	2026-01-08T06:22:37	20.44	44.2	OK
D-3NGHB	2026-01-09T17:05:19	20.33	72.6	OK
D-6LE9C	2026-01-29T16:10:19	28.27	61.5	FAIL
D-B61G9	2026-01-06T07:43:38	26.93	66.8	OK
D-PQZDN	2026-01-13T12:25:12	28.32	65.6	OK
D-48WEG	2026-01-25T05:22:33	17.53	31.4	FAIL
D-FBQON	2026-01-05T17:10:23	21.36	45.3	FAIL
D-J9X2H	2026-01-04T16:07:31	23.95	61.9	OK
D-4JDUD	2026-01-24T19:01:06	16.59	34.4	WARN
D-ZVQLQ	2026-01-27T14:56:04	21.34	77.7	OK
D-VO06V	2026-01-14T03:32:30	26.28	30.0	OK
D-HJYDA	2026-01-14T13:03:01	26.45	59.3	OK
D-P66ZV	2026-01-08T00:52:46	26.48	52.2	OK
D-T5JZT	2026-01-27T03:46:07	16.85	44.1	OK
D-MQ5GL	2026-01-16T22:37:15	27.47	37.5	FAIL
D-I47C9	2026-01-21T03:34:09	29.71	73.5	WARN
D-T5JZT	2026-01-13T05:40:43	28.29	77.1	WARN
D-K5GYI	2026-01-15T05:44:08	18.0	28.5	FAIL
D-I47C9	2026-01-25T12:15:43	17.63	33.2	OK
D-F7WO9	2026-01-19T13:14:20	25.23	29.3	OK
D-K5GYI	2026-01-21T20:01:24	23.49	74.6	OK
D-B61G9	2026-01-18T11:22:08	24.07	33.5	OK
D-BCCD4	2026-01-23T16:42:34	21.48	65.5	OK
D-VZBMP	2026-01-13T05:06:23	17.7	50.2	OK
D-VZBMP	2026-01-02T19:59:31	16.41	52.2	OK
D-MQ5GL	2026-01-23T04:37:24	20.87	77.9	FAIL
D-HJYDA	2026-01-01T06:57:05	16.08	49.7	WARN
D-FBQON	2026-01-13T03:45:43	18.51	40.6	OK
D-4JDUD	2026-01-23T03:55:24	22.12	54.1	WARN
D-K4U9M	2026-01-24T10:57:37	22.75	27.5	WARN
D-48WEG	2026-01-07T08:53:25	25.63	58.2	OK
D-GIMRU	2026-01-09T14:04:34	23.75	37.8	FAIL
D-PQZDN	2026-01-06T16:41:16	19.63	25.6	FAIL
D-GIMRU	2026-01-08T07:58:48	17.55	33.7	OK
D-ZVQLQ	2026-01-18T15:33:32	24.71	54.4	OK
D-B61G9	2026-01-23T12:26:39	28.76	40.4	OK
D-HJYDA	2026-01-26T10:21:41	25.49	30.6	OK
D-4JDUD	2026-01-29T18:54:18	24.18	39.7	OK
D-UGZ40	2026-01-23T14:08:31	24.79	67.5	FAIL
D-ZVQLQ	2026-01-26T21:27:40	29.85	54.7	OK
D-3NGHB	2026-01-09T00:26:21	20.79	47.3	OK
D-K5GYI	2026-01-26T19:57:40	19.03	30.3	OK
D-PQZDN	2026-01-28T03:41:34	23.56	33.2	WARN
D-XVT3O	2026-01-02T20:50:17	27.09	71.7	OK
D-UGZ40	2026-01-03T07:04:05	26.29	46.9	OK
D-F7WO9	2026-01-04T00:32:53	19.17	45.4	OK
D-BCCD4	2026-01-18T01:48:34	28.39	59.3	OK
D-HC0DJ	2026-01-20T00:02:35	22.13	45.8	OK
D-B61G9	2026-01-21T01:35:16	18.12	56.5	OK
D-FBQON	2026-01-20T06:02:04	28.93	66.0	WARN
D-PQZDN	2026-01-03T15:19:23	17.86	44.8	WARN
D-T5JZT	2026-01-24T16:46:01	18.63	32.9	OK
D-BCCD4	2026-01-08T04:37:58	18.49	73.0	OK
D-K5GYI	2026-01-27T16:18:24	29.92	75.3	WARN
D-BCCD4	2026-01-14T00:30:46	16.26	49.2	WARN
D-XVT3O	2026-01-10T22:01:54	27.51	74.8	FAIL
D-48WEG	2026-01-05T16:53:51	27.44	54.5	OK
D-EOXIR	2026-01-14T22:58:15	28.49	66.5	OK
D-EOXIR	2026-01-01T05:12:11	22.12	42.7	OK
D-T5JZT	2026-01-14T22:36:28	29.89	78.2	OK
D-PQZDN	2026-01-28T08:36:04	19.24	26.5	OK
D-VO06V	2026-01-21T21:40:47	16.87	63.6	OK
D-XVT3O	2026-01-21T02:26:54	16.02	54.4	WARN
D-HJYDA	2026-01-02T20:26:58	21.37	56.1	OK
D-48WEG	2026-01-19T02:32:00	24.73	25.3	OK
D-F7WO9	2026-01-30T15:24:06	29.69	59.9	OK
D-ZVQLQ	2026-01-27T21:58:54	27.5	28.2	WARN
D-J9X2H	2026-01-07T03:22:10	22.84	54.1	OK
D-3NGHB	2026-01-23T02:37:55	21.96	45.3	OK
D-J9X2H	2026-01-03T07:39:01	20.49	59.7	OK
D-HJYDA	2026-01-06T17:47:33	28.53	55.0	OK
D-K4U9M	2026-01-24T19:59:20	20.6	51.5	FAIL
D-T5JZT	2026-01-01T00:16:36	23.59	34.9	OK
D-J9X2H	2026-01-19T14:00:17	18.24	34.1	OK
D-GIMRU	2026-01-01T03:06:33	22.22	43.9	OK
D-3NGHB	2026-01-01T15:19:05	21.19	32.7	FAIL
D-4JDUD	2026-01-04T13:00:42	20.47	45.3	OK
D-HC0DJ	2026-01-10T03:39:13	20.61	38.9	OK
D-MQ5GL	2026-01-22T05:58:25	23.74	51.1	OK
D-J9X2H	2026-01-18T13:06:44	17.71	79.1	FAIL
D-ZVQLQ	2026-01-06T20:14:02	28.28	59.9	OK
D-T5JZT	2026-01-02T04:33:34	21.02	30.1	OK
D-HC0DJ	2026-01-07T04:10:12	16.31	64.2	OK
D-48WEG	2026-01-13T12:55:52	24.85	27.3	OK
D-ZVQLQ	2026-01-19T03:22:15	16.95	48.5	FAIL
D-K4U9M	2026-01-11T07:58:39	19.03	67.4	WARN
D-B61G9	2026-01-31T08:08:22	18.04	67.6	FAIL
D-VW8SJ	2026-01-29T08:18:39	19.71	37.4	WARN
D-XVT3O	2026-01-30T16:44:33	18.84	56.2	OK
D-I47C9	2026-01-18T22:39:11	18.49	36.2	OK
D-6LE9C	2026-01-03T11:41:31	21.14	35.9	OK
D-F7WO9	2026-01-04T22:19:04	18.08	70.6	OK
D-3CJOP	2026-01-24T03:57:24	18.87	71.5	FAIL
D-MQ5GL	2026-01-07T15:30:15	25.03	54.4	OK
D-VW8SJ	2026-01-11T18:26:54	28.51	46.4	OK
D-PQZDN	2026-01-10T05:00:30	22.03	36.4	WARN
D-4JDUD	2026-01-10T11:08:36	17.18	41.8	OK
D-UGZ40	2026-01-29T22:36:02	29.65	40.4	WARN
D-FBQON	2026-01-06T16:42:42	21.15	66.5	FAIL
D-VZBMP	2026-01-06T06:50:04	28.83	46.0	OK
D-GIMRU	2026-01-06T05:34:59	23.48	59.0	FAIL
D-48WEG	2026-01-20T22:40:35	26.93	38.2	OK
D-96IRX	2026-01-10T15:14:26	16.11	33.6	OK
D-0VEA3	2026-01-11T18:40:13	25.68	53.9	OK
D-HC0DJ	2026-01-28T16:05:42	21.41	67.3	OK
D-J9X2H	2026-01-30T15:22:47	26.17	61.2	WARN
D-J9X2H	2026-01-13T13:10:51	16.08	67.8	OK
D-P66ZV	2026-01-27T12:27:00	28.84	76.1	WARN
D-T5JZT	2026-01-15T17:16:05	22.54	69.6	OK
D-6LE9C	2026-01-03T01:53:38	26.34	50.5	WARN
D-ZVQLQ	2026-01-25T13:48:42	24.48	77.4	OK
D-B61G9	2026-01-25T10:34:47	16.41	36.3	WARN
D-3CJOP	2026-01-26T17:23:47	16.81	55.5	FAIL
D-96IRX	2026-01-10T18:28:12	18.66	72.0	FAIL
D-F7WO9	2026-01-02T10:25:10	17.31	68.8	FAIL
D-FBQON	2026-01-09T05:44:41	20.12	52.5	WARN
D-4JDUD	2026-01-05T19:39:52	23.33	75.7	OK
D-HC0DJ	2026-01-01T03:42:21	23.89	61.3	WARN
D-XVT3O	2026-01-10T03:10:40	21.65	54.0	OK
D-T5JZT	2026-01-04T07:15:01	28.31	54.9	FAIL
D-6LE9C	2026-01-01T13:08:03	16.19	67.6	WARN
D-PQZDN	2026-01-25T11:26:02	25.53	53.8	OK
D-48WEG	2026-01-29T13:03:43	16.66	65.0	OK
D-4JDUD	2026-01-09T08:13:45	23.62	39.6	OK
D-T5JZT	2026-01-02T03:04:24	21.91	67.7	WARN
D-BCCD4	2026-01-07T12:18:46	18.19	40.7	FAIL
D-BCCD4	2026-01-23T03:40:31	29.91	49.4	OK
D-HC0DJ	2026-01-03T00:06:12	23.81	54.2	OK
D-FBQON	2026-01-01T05:06:30	24.65	75.3	OK
D-HJYDA	2026-01-13T13:08:57	19.6	54.2	WARN
D-FBQON	2026-01-28T20:11:36	16.62	70.1	OK
D-HJYDA	2026-01-26T22:08:11	19.45	39.0	OK
D-FBQON	2026-01-19T07:24:27	28.85	50.2	OK
D-6LE9C	2026-01-03T21:45:53	18.56	36.9	FAIL
D-UGZ40	2026-01-02T10:25:51	21.91	48.2	WARN
D-5F4C6	2026-01-03T17:22:32	20.48	60.2	FAIL
D-48WEG	2026-01-31T20:18:39	25.57	37.2	OK
D-T5JZT	2026-01-25T05:01:39	26.15	25.5	OK
D-F7WO9	2026-01-26T10:32:54	18.42	78.7	OK
D-UGZ40	2026-01-12T17:01:51	22.14	32.0	FAIL
D-T5JZT	2026-01-25T02:27:16	16.32	79.6	OK
D-VZBMP	2026-01-16T12:51:56	22.81	77.3	OK
D-0VEA3	2026-01-31T16:01:49	26.28	36.0	OK
D-5F4C6	2026-01-09T02:40:19	29.62	31.6	WARN
D-I47C9	2026-01-17T10:03:20	21.43	32.6	WARN
D-BCCD4	2026-01-30T05:43:02	19.86	64.7	OK
D-3CJOP	2026-01-06T09:34:13	22.95	55.0	WARN
D-0VEA3	2026-01-02T21:27:40	20.93	72.5	WARN
D-B61G9	2026-01-22T02:27:45	17.89	54.0	OK
D-K4U9M	2026-01-22T09:15:21	23.29	64.3	WARN
D-VO06V	2026-01-01T15:47:24	26.7	43.3	WARN
D-5F4C6	2026-01-20T17:21:11	29.59	32.6	FAIL
D-BCCD4	2026-01-24T13:58:24	23.15	42.4	WARN
D-VZBMP	2026-01-31T15:18:59	17.75	74.7	OK
D-96IRX	2026-01-13T18:29:21	20.68	68.4	WARN
D-F7WO9	2026-01-09T11:20:04	24.54	56.5	OK
D-F7WO9	2026-01-08T20:45:49	17.89	64.5	WARN
D-BCCD4	2026-01-14T04:05:49	16.61	61.6	OK
D-VZBMP	2026-01-13T14:40:14	17.46	53.4	WARN
D-UGZ40	2026-01-12T07:54:41	23.8	61.9	FAIL
D-3CJOP	2026-01-12T11:39:16	24.63	69.2	FAIL
D-I47C9	2026-01-30T09:50:05	23.35	32.6	OK
D-EOXIR	2026-01-13T06:37:53	21.92	52.6	WARN
D-3NGHB	2026-01-28T07:56:18	21.77	48.7	OK
D-K5GYI	2026-01-12T00:04:21	21.05	45.5	OK
D-EOXIR	2026-01-27T22:12:15	16.73	75.3	OK
D-48WEG	2026-01-04T20:16:37	25.88	70.8	FAIL
D-3NGHB	2026-01-20T22:10:20	18.04	37.7	OK
D-J9X2H	2026-01-20T08:37:21	16.44	65.1	OK
D-XVT3O	2026-01-21T18:36:18	21.78	40.7	WARN
D-EOXIR	2026-01-02T18:22:50	24.2	48.9	OK
D-BCCD4	2026-01-02T18:14:43	23.93	72.1	OK
D-K5GYI	2026-01-29T23:53:43	17.49	46.6	FAIL
D-PQZDN	2026-01-16T16:24:35	20.32	76.9	OK
D-K5GYI	2026-01-03T15:42:19	17.35	73.7	OK
D-PQZDN	2026-01-20T10:11:40	17.82	65.4	WARN
D-ZVQLQ	2026-01-15T11:19:48	28.07	60.8	OK
D-GIMRU	2026-01-01T04:56:58	28.76	42.3	OK
D-VZBMP	2026-01-27T16:42:24	23.99	76.4	WARN
D-I47C9	2026-01-10T14:06:38	16.79	67.6	OK
D-3NGHB	2026-01-06T07:00:08	21.76	46.8	WARN
D-VW8SJ	2026-01-06T03:29:04	16.64	49.6	FAIL
