student_id,course,cfu,grade,exam_date
100327,Basi di Dati,10,27,2025-06-19
100328,Meccatronica,6,28,2025-01-06
100328,Programmazione 1,10,25,2025-06-21
100328,Calcolatori,6,20,2025-05-06
100328,Basi di Dati,10,26,2024-01-15
100329,Basi di Dati,9,29,2025-10-11
100329,Machine Learning,10,28,2026-05-02
100329,Sistemi Operativi,8,30,2023-07-14
100329,Fisica 1,9,27,2026-10-01
100329,Analisi 1,8,26,2024-05-20
100330,Sistemi Operativi,9,30,2023-02-10
100330,Fisica 1,8,30,2025-08-13
100330,Analisi 2,8,25,2023-11-05
100330,Analisi 1,8,20,2025-05-03
100330,Calcolatori,8,21,2024-07-03
100331,Fisica 1,8,23,2023-08-18
100331,Analisi 2,10,29,2024-08-22
100331,Calcolatori,10,25,2024-02-13
100331,Programmazione 1,8,23,2024-07-25
100331,Meccatronica,9,22,2026-10-13
100332,Analisi 1,12,18,2024-10-06
100332,Calcolatori,8,23,2025-06-17
100332,Basi di Dati,6,27,2026-02-21
100332,Sistemi Operativi,8,20,2026-04-02
100332,Machine Learning,8,22,2026-02-11
100333,Analisi 2,9,24,2026-01-09
100333,Machine Learning,10,20,2024-07-22
100333,Meccatronica,12,19,2026-02-12
100333,Basi di Dati,6,28,2026-01-06
100334,Analisi 2,10,18,2026-11-22
100334,Sistemi Operativi,10,24,2023-05-14
100334,Machine Learning,9,29,2023-10-26
100334,Calcolatori,10,26,2025-08-23
100335,Sistemi Operativi,8,24,2026-11-03
100335,Calcolatori,8,18,2025-12-19
100335,Analisi 1,9,21,2026-07-02
100335,Machine Learning,10,22,2023-02-28
100336,Basi di Dati,9,22,2026-06-22
100336,Calcolatori,9,30,2023-09-09
100336,Programmazione 1,8,22,2025-07-01
100336,Algebra Lineare,10,23,2025-11-02
100337,Analisi 1,10,21,2024-02-18
100337,Calcolatori,6,20,2024-11-16
100337,Programmazione 1,10,22,2025-08-23
100337,Algebra Lineare,12,21,2026-01-03
100337,Sistemi Operativi,9,23,2023-03-20
100338,Analisi 1,9,24,2026-01-06
100338,Machine Learning,9,29,2023-07-04
100338,Meccatronica,8,27,2025-05-20
100338,Analisi 2,12,26,2024-12-26
100338,Calcolatori,6,23,2026-04-25
100339,Algebra Lineare,6,27,2026-03-22
100339,Analisi 2,9,22,2023-07-07
100339,Meccatronica,6,30,2026-11-05
100339,Basi di Dati,9,22,2026-10-26
100340,Calcolatori,9,21,2023-10-10
100340,Analisi 1,12,25,2026-11-20
100340,Fisica 1,9,26,2026-08-18
100340,Sistemi Operativi,6,23,2025-06-12
100340,Programmazione 1,10,20,2026-12-16
100341,Sistemi Operativi,9,24,2023-11-28
100341,Analisi 2,12,19,2026-09-12
100341,Machine Learning,6,21,2025-05-10
100342,Basi di Dati,12,27,2024-10-12
100342,Meccatronica,12,24,2026-01-25
100342,Programmazione 1,9,26,2026-04-13
100342,Analisi 1,12,20,2026-10-28
100343,Analisi 1,8,19,2025-03-28
100343,Machine Learning,8,30,2026-09-14
100343,Fisica 1,9,30,2024-07-20
100344,Calcolatori,9,26,2026-04-28
100344,Meccatronica,10,25,2026-05-27
100344,Analisi 1,10,20,2024-07-10
100344,Sistemi Operativi,6,26,2025-08-21
100345,Analisi 1,10,24,2024-11-01
100345,Machine Learning,12,21,2024-10-20
100345,Sistemi Operativi,12,19,2026-01-11
100346,Fisica 1,9,18,2026-09-17
100346,Analisi 2,8,20,2026-06-24
100346,Basi di Dati,8,20,2026-12-07
100346,Calcolatori,9,20,2025-02-01
100346,Programmazione 1,8,27,2026-08-08
100347,Meccatronica,10,26,2023-10-27
100347,Basi di Dati,9,20,2024-08-24
100347,Fisica 1,6,18,2023-11-22
100347,Machine Learning,10,26,2026-07-03
100347,Analisi 1,10,22,2023-12-25
100348,Sistemi Operativi,6,22,2026-12-25
100348,Programmazione 1,6,23,2026-12-17
100348,Basi di Dati,10,24,2023-02-05
100348,Fisica 1,9,30,2023-12-06
100348,Calcolatori,9,24,2025-03-08
100349,Fisica 1,6,25,2026-04-25
100349,Algebra Lineare,9,23,2025-12-15
100349,Analisi 1,9,30,2026-12-09
100349,Analisi 2,12,22,2023-03-05
100350,Algebra Lineare,9,29,2025-05-23
100350,Programmazione 1,8,27,2025-08-23
100350,Fisica 1,10,28,2025-03-24
100350,Analisi 2,8,20,2025-07-09
100350,Meccatronica,8,18,2024-10-10
100351,Meccatronica,9,29,2026-08-20
100351,Programmazione 1,8,23,2024-10-28
100351,Algebra Lineare,12,23,2025-07-28
100352,Analisi 2,10,24,2023-11-03
100352,Sistemi Operativi,9,21,2025-04-08
100352,Basi di Dati,8,22,2023-11-07
100352,Analisi 1,9,25,2026-10-21
100353,Sistemi Operativi,9,28,2023-07-21
100353,Fisica 1,6,23,2023-05-18
100353,Meccatronica,12,29,2023-01-15
100354,Sistemi Operativi,8,29,2024-04-23
100354,Fisica 1,10,20,2023-10-09
100354,Meccatronica,12,22,2023-12-07
100354,Analisi 2,6,20,2025-01-07
100354,Calcolatori,8,21,2026-08-04
100355,Programmazione 1,6,25,2023-08-07
100355,Calcolatori,6,26,2024-10-16
100355,Analisi 1,9,27,2023-10-14
100355,Basi di Dati,6,29,2026-11-07
100355,Fisica 1,12,30,2026-01-09
100356,Meccatronica,8,23,2026-09-10
100356,Algebra Lineare,9,22,2024-06-09
100356,Basi di Dati,12,26,2025-11-15
100356,Calcolatori,6,30,2024-08-01
100357,Sistemi Operativi,8,19,2026-11-10
100357,Basi di Dati,6,25,2025-11-22
100357,Meccatronica,12,20,2024-02-25
100357,Analisi 1,8,21,2025-09-10
100358,Sistemi Operativi,9,27,2024-10-22
100358,Basi di Dati,8,23,2024-04-25
100358,Analisi 1,10,30,2024-03-20
100358,Calcolatori,8,23,2026-11-20
100359,Algebra Lineare,9,23,2024-05-11
100359,Fisica 1,9,29,2025-08-10
100359,Meccatronica,10,27,2026-07-01
100359,Sistemi Operativi,10,18,2026-06-21
100360,Basi di Dati,8,21,2025-05-27
100360,Algebra Lineare,9,18,2025-07-26
100360,Programmazione 1,10,23,2024-04-20
100361,Basi di Dati,8,23,2026-12-19
100361,Algebra Lineare,10,18,2026-12-23
100361,Analisi 1,10,21,2025-10-19
100361,Programmazione 1,10,18,2023-01-21
100361,Meccatronica,9,22,2025-08-10
100362,Basi di Dati,9,30,2026-03-28
100362,Analisi 2,8,27,2025-10-07
100362,Analisi 1,12,19,2026-04-11
100363,Sistemi Operativi,8,30,2023-12-23
100363,Algebra Lineare,9,23,2026-12-07
100363,Meccatronica,8,23,2026-04-15
100363,Calcolatori,9,23,2024-11-23
100363,Programmazione 1,9,22,2023-03-04
100364,Machine Learning,6,26,2023-09-12
100364,Meccatronica,6,27,2026-01-17
100364,Sistemi Operativi,9,30,2026-05-19
100364,Basi di Dati,9,28,2023-12-03
100364,Fisica 1,12,19,2023-09-06
100365,Analisi 1,10,22,2026-08-24
100365,Basi di Dati,8,28,2025-02-06
100365,Fisica 1,12,23,2026-09-25
100365,Machine Learning,10,18,2026-10-10
100365,Programmazione 1,6,27,2026-01-01
100366,Calcolatori,9,21,2025-09-15
100366,Machine Learning,8,30,2025-12-28
100366,Analisi 2,12,20,2024-03-07
100367,Analisi 2,12,18,2024-09-12
100367,Analisi 1,6,23,2025-04-22
100367,Programmazione 1,8,21,2025-03-14
100367,Algebra Lineare,9,21,2024-06-01
100368,Basi di Dati,6,25,2024-07-02
100368,Analisi 1,10,25,2026-04-07
100368,Machine Learning,10,27,2023-02-06
100369,Meccatronica,6,25,2025-12-11
100369,Sistemi Operativi,10,21,2024-02-26
100369,Analisi 1,12,23,2026-05-17
100369,Basi di Dati,6,25,2023-01-13
100369,Machine Learning,10,24,2023-06-12
100370,Analisi 1,6,28,2026-08-01
100370,Machine Learning,9,29,2025-01-05
100370,Algebra Lineare,8,20,2023-03-17
100370,Meccatronica,8,20,2026-01-02
100371,Fisica 1,8,24,2024-03-17
100371,Algebra Lineare,8,29,2024-06-04
100371,Calcolatori,8,18,2026-04-10
100371,Sistemi Operativi,10,28,2025-05-20
100371,Meccatronica,9,18,2023-06-01
100372,Programmazione 1,12,24,2024-03-04
100372,Analisi 2,6,23,2024-02-14
100372,Machine Learning,6,19,2026-08-14
100372,Meccatronica,12,25,2024-10-26
100373,Programmazione 1,8,23,2025-10-22
100373,Algebra Lineare,6,25,2026-12-27
100373,Basi di Dati,12,21,2024-04-17
100373,Fisica 1,8,30,2024-04-22
100373,Analisi 2,6,29,2023-12-13
100374,Meccatronica,9,20,2025-06-23
100374,Analisi 1,10,28,2025-03-11
100374,Fisica 1,10,23,2024-10-24
100374,Sistemi Operativi,6,29,2026-11-02
100375,Analisi 2,6,30,2024-03-13
100375,Programmazione 1,9,18,2026-08-28
100375,Meccatronica,9,21,2026-08-07
100376,Meccatronica,9,28,2025-06-06
100376,Algebra Lineare,9,23,2026-09-15
100376,Basi di Dati,6,28,2025-09-09
100376,Programmazione 1,6,30,2025-07-21
100377,Sistemi Operativi,8,25,2023-02-18
100377,Analisi 2,9,20,2025-05-15
100377,Analisi 1,10,26,2023-09-06
100378,Sistemi Operativi,8,30,2023-04-24
100378,Fisica 1,9,26,2024-10-28
100378,Analisi 2,12,26,2023-09-12
100378,Machine Learning,12,21,2024-06-06
100379,Analisi 2,12,27,2026-04-09
100379,Fisica 1,6,24,2025-07-17
100379,Meccatronica,10,25,2026-06-05
100380,Algebra Lineare,12,28,2025-04-24
100380,Programmazione 1,12,27,2023-01-25
100380,Analisi 1,10,20,2024-08-27
100380,Analisi 2,8,30,2024-07-26
100380,Calcolatori,8,28,2026-07-19
100381,Fisica 1,8,22,2024-07-04
100381,Calcolatori,12,28,2024-04-15
100381,Analisi 1,8,28,2025-06-01
100382,Analisi 1,12,25,2024-11-15
100382,Sistemi Operativi,9,19,2026-03-03
100382,Algebra Lineare,9,22,2023-07-27
100382,Basi di Dati,9,19,2026-07-19
100382,Programmazione 1,8,29,2026-05-08
100383,Analisi 1,10,29,2026-07-02
100383,Meccatronica,6,30,2025-12-24
100383,Calcolatori,9,22,2025-07-22
100383,Sistemi Operativi,9,23,2023-01-04
100383,Basi di Dati,10,21,2026-04-19
100384,Algebra Lineare,12,27,2026-10-17
100384,Analisi 1,10,18,2023-10-27
100384,Basi di Dati,6,27,2023-02-25
100384,Meccatronica,8,23,2026-07-23
100385,Programmazione 1,12,26,2023-07-27
100385,Calcolatori,10,28,2023-04-19
100385,Basi di Dati,8,18,2025-02-10
100385,Machine Learning,10,30,2023-12-15
100385,Fisica 1,9,23,2025-06-08
100386,Basi di Dati,9,30,2024-04-18
100386,Programmazione 1,12,28,2025-12-13
100386,Calcolatori,9,30,2024-08-28
100386,Fisica 1,6,23,2025-10-18
100387,Fisica 1,6,28,2026-06-20
100387,Calcolatori,10,28,2024-07-07
100387,Algebra Lineare,9,29,2026-06-11
100387,Programmazione 1,10,23,2024-03-11
100387,Sistemi Operativi,6,19,2024-10-10
100388,Sistemi Operativi,6,21,2023-02-23
100388,Algebra Lineare,12,28,2026-05-05
100388,Analisi 2,9,26,2025-07-05
100388,Fisica 1,10,19,2025-10-19
100388,Meccatronica,6,23,2024-08-27
100389,Fisica 1,9,18,2026-04-27
100389,Sistemi Operativi,8,21,2024-08-21
100389,Analisi 2,8,20,2023-05-08
100390,Meccatronica,10,26,2024-07-06
100390,Basi di Dati,12,27,2026-11-19
100390,Sistemi Operativi,10,29,2025-12-26
100391,Algebra Lineare,8,23,2025-02-23
100391,Machine Learning,8,23,2024-09-19
100391,Calcolatori,8,19,2026-09-11
100391,Analisi 2,6,30,2024-12-12
100392,Sistemi Operativi,6,25,2026-08-19
100392,Fisica 1,10,19,2024-01-18
100392,Basi di Dati,10,26,2023-06-16
100392,Analisi 2,8,19,2025-02-24
100392,Algebra Lineare,9,27,2025-12-01
100393,Meccatronica,10,21,2026-05-18
100393,Basi di Dati,9,23,2024-10-26
100393,Machine Learning,12,24,2024-09-22
100393,Calcolatori,12,23,2023-10-02
100393,Analisi 1,9,27,2023-02-20
100394,Sistemi Operativi,8,21,2024-03-01
100394,Machine Learning,10,29,2023-06-03
100394,Analisi 2,6,24,2026-07-13
100395,Basi di Dati,9,23,2024-12-14
100395,Analisi 2,9,25,2023-03-09
100395,Calcolatori,10,21,2024-06-21
100395,Analisi 1,6,23,2026-02-17
100395,Programmazione 1,9,18,2023-09-02
100396,Calcolatori,6,18,2025-07-10
100396,Analisi 1,6,30,2025-02-06
100396,Analisi 2,8,28,2026-03-18
100396,Programmazione 1,8,23,2023-11-05
100396,Algebra Lineare,12,23,2024-08-23
100397,Sistemi Operativi,6,27,2023-09-26
100397,Analisi 2,6,30,2025-05-04
100397,Basi di Dati,9,28,2024-10-17
100398,Analisi 1,12,20,2025-08-22
100398,Basi di Dati,12,24,2026-02-22
100398,Fisica 1,12,19,2025-04-12
100399,Fisica 1,10,18,2025-01-16
100399,Basi di Dati,12,19,2023-11-21
100399,Meccatronica,9,26,2026-09-21
100400,Algebra Lineare,10,30,2024-05-21
100400,Calcolatori,10,24,2026-07-03
100400,Analisi 2,10,18,2026-02-11
100401,Basi di Dati,6,26,2023-04-03
100401,Machine Learning,9,27,2024-11-11
100401,Algebra Lineare,6,26,2023-01-10
100401,Fisica 1,10,21,2025-09-02
100401,Analisi 2,10,29,2024-09-12
100402,Programmazione 1,8,29,2025-02-23
100402,Fisica 1,8,25,2024-10-21
100402,Analisi 1,12,18,2023-07-07
100402,Sistemi Operativi,6,22,2023-04-22
100402,Basi di Dati,9,20,2026-04-12
100403,Programmazione 1,8,27,2025-07-22
100403,Analisi 2,12,29,2025-04-21
100403,Sistemi Operativi,9,24,2023-07-27
100403,Algebra Lineare,10,24,2025-04-27
100404,Algebra Lineare,10,20,2024-02-21
100404,Programmazione 1,6,19,2024-08-03
100404,Machine Learning,8,26,2025-03-24
100404,Sistemi Operativi,9,28,2026-05-18
100405,Algebra Lineare,6,24,2024-02-18
100405,Meccatronica,10,21,2024-09-02
100405,Analisi 1,10,25,2023-02-08
100405,Machine Learning,6,24,2024-02-25
100406,Analisi 1,10,29,2024-08-20
100406,Fisica 1,6,28,2024-04-24
100406,Machine Learning,9,18,2023-03-11
100406,Algebra Lineare,9,20,2025-08-07
100406,Analisi 2,6,24,2026-03-10
100407,Analisi 1,9,28,2026-01-28
100407,Fisica 1,10,19,2024-10-17
100407,Analisi 2,9,26,2024-03-18
100407,Calcolatori,9,18,2023-11-03
100407,Meccatronica,10,26,2023-10-24
100408,Calcolatori,8,19,2024-01-13
100408,Meccatronica,6,27,2023-07-25
100408,Programmazione 1,12,19,2024-11-02
100409,Sistemi Operativi,12,28,2026-05-22
100409,Analisi 1,12,24,2026-12-08
100409,Programmazione 1,10,27,2025-06-21
100409,Calcolatori,10,25,2024-08-18
100409,Fisica 1,9,21,2024-05-21
100410,Analisi 2,6,24,2025-03-02
100410,Machine Learning,10,24,2024-07-05
100410,Algebra Lineare,9,21,2026-07-14
100410,Analisi 1,10,29,2026-08-13
100410,Meccatronica,10,23,2025-06-22
100411,Analisi 2,8,29,2024-10-07
100411,Sistemi Operativi,12,23,2026-09-28
100411,Fisica 1,10,23,2025-04-13
100411,Analisi 1,8,25,2023-09-21
100412,Algebra Lineare,8,23,2024-11-13
100412,Machine Learning,12,24,2024-08-01
100412,Programmazione 1,8,24,2024-05-24
100412,Analisi 1,12,30,2024-11-13
100413,Fisica 1,8,29,2024-08-11
100413,Analisi 2,12,30,2023-11-04
100413,Machine Learning,6,19,2023-01-28
100413,Sistemi Operativi,6,23,2023-06-12
100413,Meccatronica,8,29,2024-04-10
100414,Calcolatori,10,23,2024-05-10
100414,Meccatronica,6,30,2024-03-06
100414,Basi di Dati,10,19,2026-03-18
100415,Basi di Dati,8,25,2023-01-05
100415,Algebra Lineare,10,25,2026-08-06
100415,Fisica 1,6,27,2025-08-19
100415,Programmazione 1,12,20,2026-01-16
100415,Calcolatori,12,23,2025-02-12
100416,Analisi 2,10,20,2023-11-07
100416,Meccatronica,9,22,2023-06-20
100416,Algebra Lineare,10,18,2026-03-12
100417,Fisica 1,6,25,2025-03-02
100417,Sistemi Operativi,8,29,2025-05-15
100417,Algebra Lineare,10,23,2023-05-24
100417,Basi di Dati,10,28,2023-06-18
100418,Analisi 2,9,24,2024-08-13
100418,Programmazione 1,10,18,2025-12-13
100418,Sistemi Operativi,9,23,2026-07-23
100419,Analisi 2,8,25,2025-05-03
100419,Calcolatori,10,28,2023-11-11
100419,Algebra Lineare,12,19,2023-03-26
100419,Basi di Dati,6,21,2023-03-12
100420,Analisi 2,6,18,2023-12-26
100420,Fisica 1,9,27,2023-03-19
100420,Analisi 1,10,28,2025-11-04
100421,Analisi 1,6,20,2023-12-03
100421,Programmazione 1,6,24,2024-04-02
100421,Analisi 2,6,24,2025-11-17
100421,Meccatronica,8,25,2024-12-16
100421,Calcolatori,12,29,2024-08-10
100422,Meccatronica,6,19,2024-04-09
100422,Programmazione 1,8,26,2024-12-04
100422,Basi di Dati,6,21,2024-06-25
100422,Analisi 1,8,20,2026-11-27
100422,Algebra Lineare,12,22,2026-09-21
100423,Fisica 1,9,29,2024-09-01
100423,Machine Learning,9,22,2024-02-02
100423,Algebra Lineare,6,25,2025-12-02
100423,Sistemi Operativi,12,30,2026-02-22
100424,Basi di Dati,9,29,2023-10-09
100424,Programmazione 1,9,25,2025-12-26
100424,Analisi 1,10,23,2026-05-25
100424,Analisi 2,10,23,2024-04-19
100424,Algebra Lineare,8,18,2025-07-15
100425,Calcolatori,10,25,2024-03-24
100425,Machine Learning,10,24,2023-03-26
100425,Basi di Dati,9,24,2024-07-12
100425,Sistemi Operativi,6,24,2024-03-19
100426,Fisica 1,10,25,2024-05-11
100426,Analisi 1,8,18,2026-07-06
100426,Programmazione 1,9,26,2025-04-07
100427,Meccatronica,8,25,2023-06-04
100427,Basi di Dati,6,23,2026-10-10
100427,Machine Learning,8,21,2026-04-14
100427,Fisica 1,10,18,2025-11-06
100428,Algebra Lineare,8,26,2025-06-24
100428,Machine Learning,9,30,2024-06-19
100428,Analisi 1,10,19,2023-08-12
100428,Meccatronica,10,21,2024-06-23
100429,Calcolatori,12,23,2025-12-07
100429,Basi di Dati,8,23,2024-12-19
100429,Algebra Lineare,12,21,2024-08-19
100430,Programmazione 1,8,27,2025-02-17
100430,Calcolatori,10,25,2025-02-15
100430,Analisi 1,10,30,2024-05-23
100430,Fisica 1,8,23,2023-08-08
100431,Programmazione 1,12,25,2024-05-11
100431,Calcolatori,10,23,2024-11-07
100431,Sistemi Operativi,12,27,2023-05-24
100432,Fisica 1,8,30,2026-07-23
100432,Sistemi Operativi,6,22,2025-04-05
100432,Algebra Lineare,9,18,2023-11-21
100433,Analisi 1,8,25,2026-09-06
100433,Calcolatori,12,25,2025-02-09
100433,Basi di Dati,10,22,2024-12-20
100433,Machine Learning,10,22,2024-10-05
100434,Programmazione 1,9,26,2026-06-05
100434,Analisi 1,9,29,2026-09-01
100434,Meccatronica,10,28,2025-07-06
100434,Machine Learning,9,27,2023-11-10
100435,Meccatronica,8,25,2023-02-05
100435,Programmazione 1,8,19,2024-12-08
100435,Sistemi Operativi,6,30,2025-06-11
100435,Calcolatori,6,24,2025-02-16
100436,Sistemi Operativi,10,29,2024-09-27
100436,Programmazione 1,6,21,2026-03-04
100436,Machine Learning,9,21,2024-01-21
100436,Calcolatori,12,18,2023-11-27
100437,Fisica 1,8,20,2024-09-11
100437,Basi di Dati,9,24,2026-01-17
100437,Programmazione 1,9,25,2023-11-23
100437,Sistemi Operativi,10,26,2023-01-07
100437,Analisi 1,12,18,2024-04-19
100438,Programmazione 1,9,26,2024-07-07
100438,Calcolatori,8,26,2023-11-24
100438,Analisi 1,12,22,2025-09-12
100438,Algebra Lineare,12,24,2024-04-25
100439,Algebra Lineare,10,19,2025-08-01
100439,Calcolatori,10,27,2026-04-06
100439,Fisica 1,6,18,2026-02-24
100439,Analisi 2,8,21,2025-12-22
100439,Machine Learning,8,27,2025-06-15
100440,Fisica 1,12,18,2025-01-07
100440,Algebra Lineare,8,23,2024-08-24
100440,Meccatronica,10,29,2025-08-13
100441,Analisi 2,9,30,2024-02-20
100441,Basi di Dati,6,18,2023-10-02
100441,Sistemi Operativi,6,22,2023-05-15
100441,Algebra Lineare,10,29,2024-02-02
100441,Machine Learning,9,21,2024-07-24
100442,Analisi 1,6,22,2023-02-10
100442,Algebra Lineare,8,22,2026-04-04
100442,Machine Learning,6,25,2024-01-04
100442,Calcolatori,6,29,2024-08-28
100443,Sistemi Operativi,12,25,2023-12-23
100443,Algebra Lineare,8,21,2023-07-22
100443,Meccatronica,10,18,2023-08-14
100443,Programmazione 1,10,24,2024-01-19
100443,Calcolatori,6,28,2023-05-23
100444,Basi di Dati,9,21,2024-12-15
100444,Fisica 1,6,28,2023-10-27
100444,Algebra Lineare,10,26,2026-04-23
100444,Programmazione 1,6,22,2025-02-20
100445,Basi di Dati,9,29,2024-06-24
100445,Meccatronica,9,24,2024-10-13
100445,Analisi 2,9,25,2025-05-05
100445,Sistemi Operativi,10,28,2026-06-14
100446,Meccatronica,9,23,2026-08-25
100446,Algebra Lineare,12,28,2024-01-11
100446,Analisi 2,12,28,2024-10-11
100447,Analisi 2,10,19,2026-02-17
100447,Meccatronica,12,18,2023-10-01
100447,Fisica 1,9,26,2024-12-08
100447,Machine Learning,9,25,2023-06-24
100447,Calcolatori,9,26,2026-09-22
100448,Fisica 1,6,21,2026-03-27
100448,Calcolatori,8,29,2023-09-26
100448,Machine Learning,6,25,2024-02-23
100448,Sistemi Operativi,9,21,2026-05-27
100449,Sistemi Operativi,6,18,2023-05-04
100449,Analisi 1,8,20,2023-02-09
100449,Fisica 1,10,19,2026-06-22
100450,Programmazione 1,9,21,2025-07-20
100450,Algebra Lineare,12,25,2023-11-16
100450,Calcolatori,6,25,2025-06-01
100450,Fisica 1,9,29,2026-07-25
100451,Analisi 1,6,24,2023-08-25
100451,Machine Learning,6,25,2025-09-03
100451,Calcolatori,6,21,2023-08-13
100451,Basi di Dati,9,21,2026-01-11
100451,Fisica 1,9,26,2026-04-20
100452,Analisi 1,6,26,2026-02-17
100452,Programmazione 1,8,25,2025-12-19
100452,Analisi 2,10,30,2023-05-19
100452,Algebra Lineare,6,29,2026-03-15
100453,Analisi 2,9,24,2023-11-05
100453,Programmazione 1,6,21,2026-08-08
100453,Algebra Lineare,6,24,2024-07-02
100453,Basi di Dati,9,20,2024-06-28
100454,Meccatronica,6,19,2024-03-05
100454,Basi di Dati,12,27,2023-08-16
100454,Fisica 1,9,30,2026-01-23
100454,Calcolatori,12,29,2025-11-18
100454,Sistemi Operativi,6,24,2026-01-09
100455,Sistemi Operativi,6,22,2025-08-13
100455,Machine Learning,12,21,2024-02-01
100455,Analisi 1,8,19,2024-11-07
100455,Programmazione 1,10,28,2025-09-09
100456,Analisi 1,12,18,2024-04-05
100456,Analisi 2,9,20,2026-01-12
100456,Machine Learning,6,26,2023-02-17
100456,Programmazione 1,9,27,2023-05-26
100457,Calcolatori,8,21,2026-08-16
100457,Fisica 1,8,19,2024-07-18
100457,Basi di Dati,12,30,2023-03-22
100458,Sistemi Operativi,10,26,2023-10-06
100458,Analisi 2,8,28,2026-11-12
100458,Analisi 1,8,22,2026-01-25
100459,Programmazione 1,8,28,2025-07-15
100459,Calcolatori,12,21,2024-08-20
100459,Machine Learning,12,24,2024-04-20
100459,Meccatronica,12,22,2026-02-14
100460,Programmazione 1,8,30,2023-06-09
100460,Machine Learning,10,22,2026-11-26
100460,Analisi 1,9,22,2025-05-28
100460,Algebra Lineare,10,26,2026-07-25
100460,Meccatronica,12,29,2024-08-11
100461,Basi di Dati,9,28,2025-05-28
100461,Calcolatori,9,27,2024-06-11
100461,Analisi 1,8,27,2024-06-10
100462,Calcolatori,9,22,2026-11-22
100462,Sistemi Operativi,8,30,2024-12-10
100462,Machine Learning,8,28,2025-12-18
100463,Calcolatori,8,19,2025-11-08
100463,Fisica 1,8,27,2025-03-21
100463,Basi di Dati,10,23,2024-07-16
100463,Algebra Lineare,9,27,2026-09-11
100463,Machine Learning,8,22,2023-05-04
100464,Sistemi Operativi,8,30,2025-08-15
100464,Machine Learning,12,27,2025-09-19
100464,Programmazione 1,10,21,2025-01-14
100464,Basi di Dati,10,27,2023-08-14
100465,Calcolatori,6,23,2023-01-28
100465,Analisi 1,6,22,2023-09-18
100465,Analisi 2,9,20,2023-12-22
100465,Sistemi Operativi,10,21,2023-11-19
100466,Programmazione 1,12,29,2025-05-14
100466,Analisi 1,8,21,2024-10-20
100466,Calcolatori,12,30,2025-09-12
100467,Analisi 2,8,20,2026-04-18
100467,Programmazione 1,12,18,2024-02-19
100467,Calcolatori,12,22,2026-02-04
100468,Machine Learning,10,27,2024-03-08
100468,Fisica 1,9,19,2023-04-22
100468,Sistemi Operativi,9,24,2026-08-07
100469,Analisi 1,10,25,2024-12-13
100469,Meccatronica,12,30,2026-01-18
100469,Machine Learning,9,21,2026-07-26
100470,Calcolatori,12,24,2026-10-07
100470,Meccatronica,9,20,2023-10-27
100470,Programmazione 1,10,20,2026-04-07
100470,Fisica 1,9,23,2026-05-08
100470,Algebra Lineare,9,21,2026-10-16
100471,Meccatronica,10,29,2023-07-19
100471,Fisica 1,9,23,2026-01-16
100471,Analisi 1,10,29,2026-07-03
100472,Algebra Lineare,9,22,2026-03-06
100472,Calcolatori,8,27,2024-01-13
100472,Fisica 1,9,18,2024-02-23
100472,Analisi 2,8,19,2023-05-03
100473,Algebra Lineare,10,22,2024-04-14
100473,Basi di Dati,9,20,2023-04-28
100473,Analisi 2,6,27,2023-10-21
100473,Sistemi Operativi,8,22,2026-07-06
100473,Analisi 1,8,18,2024-10-23
100474,Analisi 1,8,26,2023-08-18
100474,Meccatronica,9,29,2024-03-18
100474,Algebra Lineare,8,21,2023-06-28
100475,Algebra Lineare,12,26,2023-07-05
100475,Sistemi Operativi,8,18,2026-03-28
100475,Programmazione 1,8,21,2025-10-26
100476,Basi di Dati,6,29,2024-03-21
100476,Fisica 1,12,30,2023-02-13
100476,Meccatronica,8,18,2025-08-17
100476,Analisi 1,10,28,2026-09-18
100477,Machine Learning,9,30,2026-05-17
100477,Sistemi Operativi,10,20,2026-03-26
100477,Basi di Dati,6,21,2023-10-12
100477,Calcolatori,9,19,2026-07-13
100477,Algebra Lineare,9,23,2023-06-16
100478,Programmazione 1,8,25,2024-11-26
100478,Fisica 1,9,24,2024-03-01
100478,Machine Learning,8,25,2025-08-13
100479,Basi di Dati,8,24,2023-04-05
100479,Calcolatori,6,22,2025-01-12
100479,Fisica 1,10,24,2026-02-20
100479,Meccatronica,9,23,2026-01-28
100480,Analisi 1,9,26,2024-01-04
100480,Calcolatori,8,29,2025-01-01
100480,Sistemi Operativi,12,21,2025-01-15
100480,Meccatronica,10,23,2026-06-20
100481,Algebra Lineare,12,27,2023-08-25
100481,Calcolatori,10,24,2023-11-25
100481,Programmazione 1,12,29,2023-03-27
100481,Machine Learning,10,23,2026-12-24
100482,Algebra Lineare,6,27,2026-05-13
100482,Analisi 2,8,18,2023-05-01
100482,Sistemi Operativi,8,21,2026-10-07
100482,Machine Learning,10,30,2024-07-18
100482,Analisi 1,12,22,2024-01-03
100483,Programmazione 1,6,21,2026-03-22
100483,Algebra Lineare,10,19,2023-11-15
100483,Basi di Dati,9,27,2025-08-09
100484,Sistemi Operativi,9,26,2024-11-22
100484,Meccatronica,12,26,2025-10-25
100484,Calcolatori,8,21,2023-07-16
100484,Basi di Dati,9,23,2025-08-24
100484,Machine Learning,10,18,2025-05-04
100485,Sistemi Operativi,8,25,2024-02-23
100485,Fisica 1,12,26,2025-07-24
100485,Meccatronica,10,24,2025-05-03
100486,Analisi 2,9,18,2026-07-27
